layer,mode,alpha,beta,control,pref,pref_ci_low,pref_ci_high,pref_baseline,pref_drop_rel,ppl,ppl_baseline,ppl_increase_rel,digits_only_perplexity
5,ablate,0.25,,none,0.585,0.5157378707263818,0.6510583082675037,0.52,-0.12499999999999989,21.57791919264331,21.57832047336758,-1.859647625328786e-05,True
5,ablate,1.0,,none,0.525,0.45597270710507,0.5930849925990139,0.52,-0.009615384615384623,21.576514768873917,21.57832047336758,-8.368141977922763e-05,True
5,ablate,0.25,,random_0,0.49,0.4215615528275274,0.5588153672908391,0.52,0.057692307692307744,21.58136118904058,21.57832047336758,0.00014091530787834213,True
5,ablate,1.0,,random_0,0.54,0.4708216309361468,0.6076706885903875,0.52,-0.03846153846153849,21.57749734146661,21.57832047336758,-3.81462450696642e-05,True
5,ablate,0.25,,random_1,0.485,0.4166726249238525,0.5538927552536972,0.52,0.06730769230769236,21.58143837014064,21.57832047336758,0.00014449209691306297,True
5,ablate,1.0,,random_1,0.525,0.45597270710507,0.5930849925990139,0.52,-0.009615384615384623,21.57431828935074,21.57832047336758,-0.0001854724523987071,True
5,ablate,0.25,,random_2,0.445,0.3778048169746545,0.5142682436763609,0.52,0.14423076923076925,21.581139938083517,21.57832047336758,0.0001306619168724117,True
5,ablate,1.0,,random_2,0.495,0.4264572195415849,0.5637312405175983,0.52,0.04807692307692312,21.580074878008578,21.57832047336758,8.13040404679965e-05,True
5,ablate,0.25,,random_3,0.485,0.4166726249238525,0.5538927552536972,0.52,0.06730769230769236,21.578006650626726,21.57832047336758,-1.4543427568460668e-05,True
5,ablate,1.0,,random_3,0.54,0.4708216309361468,0.6076706885903875,0.52,-0.03846153846153849,21.582194759528416,21.57832047336758,0.00017954530639299225,True
5,ablate,0.25,,random_4,0.53,0.46091557335361155,0.5979536662912893,0.52,-0.019230769230769246,21.57904588438403,21.57832047336758,3.3617584711730104e-05,True
5,ablate,1.0,,random_4,0.54,0.4708216309361468,0.6076706885903875,0.52,-0.03846153846153849,21.578485103515806,21.57832047336758,7.629423635169065e-06,True
5,ablate,0.25,,random_5,0.51,0.441184632709161,0.5784384471724727,0.52,0.019230769230769246,21.57744589676537,21.57832047336758,-4.0530337070965696e-05,True
5,ablate,1.0,,random_5,0.59,0.5207633107255152,0.655844408209187,0.52,-0.13461538461538453,21.58253437155017,21.57832047336758,0.0001952838816993342,True
10,ablate,0.25,,none,0.49,0.4215615528275274,0.5588153672908391,0.52,0.057692307692307744,21.58018292518564,21.57832047336758,8.631125023646387e-05,True
10,ablate,1.0,,none,0.555,0.4857317563236392,0.6221951830253456,0.52,-0.06730769230769236,21.584278826609488,21.57832047336758,0.0002761268305965807,True
10,ablate,0.25,,random_0,0.55,0.48075488574571107,0.6173605136624569,0.52,-0.057692307692307744,21.58277107399836,21.57832047336758,0.000206253338218431,True
10,ablate,1.0,,random_0,0.495,0.4264572195415849,0.5637312405175983,0.52,0.04807692307692312,21.57834105206742,21.57832047336758,9.536747711523524e-07,True
10,ablate,0.25,,random_1,0.51,0.441184632709161,0.5784384471724727,0.52,0.019230769230769246,21.579215664952045,21.57832047336758,4.14856932711866e-05,True
10,ablate,1.0,,random_1,0.52,0.4510366005581654,0.5882095592051018,0.52,0.0,21.555151026912707,21.57832047336758,-0.0010737372486180573,True
10,ablate,0.25,,random_2,0.5,0.43135962209034523,0.5686403779096547,0.52,0.03846153846153849,21.576180395735292,21.57832047336758,-9.917721052147702e-05,True
10,ablate,1.0,,random_2,0.53,0.46091557335361155,0.5979536662912893,0.52,-0.019230769230769246,21.56372997248251,21.57832047336758,-0.0006761648063888159,True
10,ablate,0.25,,random_3,0.535,0.46586521028994954,0.6028155692957681,0.52,-0.028846153846153872,21.578006650626726,21.57832047336758,-1.4543427568460668e-05,True
10,ablate,1.0,,random_3,0.56,0.4907154834956251,0.6270229957941764,0.52,-0.07692307692307698,21.574745222194824,21.57832047336758,-0.0001656871848375686,True
10,ablate,0.25,,random_4,0.555,0.4857317563236392,0.6221951830253456,0.52,-0.06730769230769236,21.575218458834144,21.57832047336758,-0.00014375606930412034,True
10,ablate,1.0,,random_4,0.535,0.46586521028994954,0.6028155692957681,0.52,-0.028846153846153872,21.582328545444497,21.57832047336758,0.00018574532164652966,True
10,ablate,0.25,,random_5,0.51,0.441184632709161,0.5784384471724727,0.52,0.019230769230769246,21.575969486112964,21.57832047336758,-0.00010895135501937358,True
10,ablate,1.0,,random_5,0.535,0.46586521028994954,0.6028155692957681,0.52,-0.028846153846153872,21.574806948124326,21.57832047336758,-0.00016282663183122523,True
15,ablate,0.25,,none,0.505,0.4362687594824017,0.5735427804584151,0.52,0.028846153846153872,21.57706006541563,21.57832047336758,-5.841084589995954e-05,True
15,ablate,1.0,,none,0.53,0.46091557335361155,0.5979536662912893,0.52,-0.019230769230769246,21.57973530468819,21.57832047336758,6.556725869167999e-05,True
15,ablate,0.25,,random_0,0.57,0.500703604055383,0.636657955116052,0.52,-0.09615384615384602,21.57914363666914,21.57832047336758,3.814770026134083e-05,True
15,ablate,1.0,,random_0,0.525,0.45597270710507,0.5930849925990139,0.52,-0.009615384615384623,21.55993096490577,21.57832047336758,-0.000852221491682143,True
15,ablate,0.25,,random_1,0.475,0.4069150074009861,0.54402729289493,0.52,0.0865384615384616,21.57845937997235,21.57832047336758,6.437322355226432e-06,True
15,ablate,1.0,,random_1,0.53,0.46091557335361155,0.5979536662912893,0.52,-0.019230769230769246,21.58224106994398,21.57832047336758,0.00018169146116995728,True
15,ablate,0.25,,random_2,0.525,0.45597270710507,0.5930849925990139,0.52,-0.009615384615384623,21.583532656009506,21.57832047336758,0.0002415471884551754,True
15,ablate,1.0,,random_2,0.52,0.4510366005581654,0.5882095592051018,0.52,0.0,21.569355172143847,21.57832047336758,-0.00041547724878760763,True
15,ablate,0.25,,random_3,0.5,0.43135962209034523,0.5686403779096547,0.52,0.03846153846153849,21.57750248594348,21.57832047336758,-3.790783555694335e-05,True
15,ablate,1.0,,random_3,0.525,0.45597270710507,0.5930849925990139,0.52,-0.009615384615384623,21.57856227433016,21.57832047336758,1.1205736001514873e-05,True
15,ablate,0.25,,random_4,0.53,0.46091557335361155,0.5979536662912893,0.52,-0.019230769230769246,21.584309703190105,21.57832047336758,0.000277557738097229,True
