layer,mode,alpha,beta,control,pref,pref_ci_low,pref_ci_high,pref_baseline,pref_drop_rel,ppl,ppl_baseline,ppl_increase_rel,digits_only_perplexity
14,steer,,0.25,random_0,0.505,0.4362687594824017,0.5735427804584151,0.49,-0.03061224489795921,21.586821146308054,21.57832047336758,0.00039394506866122133,True
14,steer,,0.5,random_0,0.51,0.441184632709161,0.5784384471724727,0.49,-0.04081632653061228,21.582647576744986,21.57832047336758,0.0002005301285031318,True
14,steer,,-0.5,random_1,0.505,0.4362687594824017,0.5735427804584151,0.49,-0.03061224489795921,21.5786806034482,21.57832047336758,1.6689439804332278e-05,True
14,steer,,-0.25,random_1,0.535,0.46586521028994954,0.6028155692957681,0.49,-0.09183673469387764,21.579899945630764,21.57832047336758,7.319718256728896e-05,True
14,steer,,0.25,random_1,0.57,0.500703604055383,0.636657955116052,0.49,-0.1632653061224489,21.58005944274173,21.57832047336758,8.058872683341367e-05,True
14,steer,,0.5,random_1,0.5,0.43135962209034523,0.5686403779096547,0.49,-0.02040816326530614,21.582199905125236,21.57832047336758,0.0001797837678073593,True
14,steer,,-0.5,random_2,0.565,0.4957060908195922,0.631843928411026,0.49,-0.15306122448979584,21.57750248594348,21.57832047336758,-3.790783555694335e-05,True
14,steer,,-0.25,random_2,0.485,0.4166726249238525,0.5538927552536972,0.49,0.01020408163265307,21.577785434060207,21.57832047336758,-2.4795224819883415e-05,True
14,steer,,0.25,random_2,0.49,0.4215615528275274,0.5588153672908391,0.49,0.0,21.58949759581161,21.57832047336758,0.000517979258757735,True
14,steer,,0.5,random_2,0.58,0.5107194625547862,0.6462651764982825,0.49,-0.18367346938775503,21.58348119691897,21.57832047336758,0.00023916242961359176,True
14,steer,,-0.5,random_3,0.545,0.4757848503696115,0.6125190090977398,0.49,-0.11224489795918377,21.58151555151672,21.57832047336758,0.00014806889873953638,True
14,steer,,-0.25,random_3,0.455,0.38748099090226035,0.5242151496303886,0.49,0.07142857142857138,21.58307982022343,21.57832047336758,0.0002205615057818321,True
14,steer,,0.25,random_3,0.535,0.46586521028994954,0.6028155692957681,0.49,-0.09183673469387764,21.58068200726198,21.57832047336758,0.00010944011594024874,True
14,steer,,0.5,random_3,0.53,0.46091557335361155,0.5979536662912893,0.49,-0.08163265306122457,21.58079005747882,21.57832047336758,0.00011444746658049685,True
14,steer,,-0.5,random_4,0.52,0.4510366005581654,0.5882095592051018,0.49,-0.06122448979591842,21.582724762445533,21.57832047336758,0.00020410713073751573,True
14,steer,,-0.25,random_4,0.54,0.4708216309361468,0.6076706885903875,0.49,-0.10204081632653071,21.584062691781902,21.57832047336758,0.00026611053540566014,True
14,steer,,0.25,random_4,0.46,0.39232931140961247,0.5291783690638533,0.49,0.06122448979591831,21.58121197302981,21.57832047336758,0.00013400021868238267,True
14,steer,,0.5,random_4,0.52,0.4510366005581654,0.5882095592051018,0.49,-0.06122448979591842,21.579354577319453,21.57832047336758,4.792328268318407e-05,True
25,steer,,-0.5,none,0.535,0.46586521028994954,0.6028155692957681,0.49,-0.09183673469387764,21.57950378048789,21.57832047336758,5.4837776729247086e-05,True
25,steer,,-0.25,none,0.525,0.45597270710507,0.5930849925990139,0.49,-0.0714285714285715,21.578377064839362,21.57832047336758,2.6226078091825114e-06,True
25,steer,,0.25,none,0.49,0.4215615528275274,0.5588153672908391,0.49,0.0,21.57861886643609,21.57832047336758,1.3828373198931484e-05,True
25,steer,,0.5,none,0.48,0.4117904407948983,0.5489633994418346,0.49,0.02040816326530614,21.579647839698353,21.57832047336758,6.151388530964842e-05,True
25,steer,,-0.5,random_0,0.45,0.38263948633754313,0.519245114254289,0.49,0.08163265306122446,21.593363592251738,21.57832047336758,0.0006971403962011096,True
25,steer,,-0.25,random_0,0.545,0.4757848503696115,0.6125190090977398,0.49,-0.11224489795918377,21.58356867744588,21.57832047336758,0.0002432165230271982,True
25,steer,,0.25,random_0,0.53,0.46091557335361155,0.5979536662912893,0.49,-0.08163265306122457,21.58141778848697,21.57832047336758,0.0001435382852531669,True
25,steer,,0.5,random_0,0.57,0.500703604055383,0.636657955116052,0.49,-0.1632653061224489,21.57839249890288,21.57832047336758,3.33786567811883e-06,True
25,steer,,-0.5,random_1,0.445,0.3778048169746545,0.5142682436763609,0.49,0.09183673469387751,21.588524770972743,21.57832047336758,0.00047289582234900365,True
25,steer,,-0.25,random_1,0.53,0.46091557335361155,0.5979536662912893,0.49,-0.08163265306122457,21.577631098263854,21.57832047336758,-3.194757926485498e-05,True
25,steer,,0.25,random_1,0.525,0.45597270710507,0.5930849925990139,0.49,-0.0714285714285715,21.578413077671406,21.57832047336758,4.2915436324738025e-06,True
25,steer,,0.5,random_1,0.505,0.4362687594824017,0.5735427804584151,0.49,-0.03061224489795921,21.580548231552566,21.57832047336758,0.00010324057369227945,True
25,steer,,-0.5,random_2,0.54,0.4708216309361468,0.6076706885903875,0.49,-0.10204081632653071,21.570831130188843,21.57832047336758,-0.0003470772059382529,True
25,steer,,-0.25,random_2,0.57,0.500703604055383,0.636657955116052,0.49,-0.1632653061224489,21.578011795225024,21.57832047336758,-1.4305012428415816e-05,True
25,steer,,0.25,random_2,0.515,0.44610724474630287,0.5833273750761476,0.49,-0.051020408163265356,21.566249304631746,21.57832047336758,-0.000559411875948896,True
25,steer,,0.5,random_2,0.465,0.39718443070423204,0.5341347897100506,0.49,0.05102040816326524,21.58105246740055,21.57832047336758,0.00012660827965467955,True
25,steer,,-0.5,random_3,0.56,0.4907154834956251,0.6270229957941764,0.49,-0.142857142857143,21.56423895668153,21.57832047336758,-0.0006525770484978659,True
25,steer,,-0.25,random_3,0.5,0.43135962209034523,0.5686403779096547,0.49,-0.02040816326530614,21.581016450163553,21.57832047336758,0.0001249391396934966,True
25,steer,,0.25,random_3,0.47,0.4020463337087108,0.5390844266463886,0.49,0.04081632653061228,21.57691087914332,21.57832047336758,-6.532455693201621e-05,True
25,steer,,0.5,random_3,0.515,0.44610724474630287,0.5833273750761476,0.49,-0.051020408163265356,21.56954544677855,21.57832047336758,-0.00040665938759497844,True
25,steer,,-0.5,random_4,0.485,0.4166726249238525,0.5538927552536972,0.49,0.01020408163265307,21.58112450205488,21.57832047336758,0.00012994656793431062,True
25,steer,,-0.25,random_4,0.53,0.46091557335361155,0.5979536662912893,0.49,-0.08163265306122457,21.581783115757492,21.57832047336758,0.0001604685774403221,True
25,steer,,0.25,random_4,0.57,0.500703604055383,0.636657955116052,0.49,-0.1632653061224489,21.576278135039843,21.57832047336758,-9.464769652751759e-05,True
25,steer,,0.5,random_4,0.535,0.46586521028994954,0.6028155692957681,0.49,-0.09183673469387764,21.58159787862211,21.57832047336758,0.0001518841681202337,True
